"id","creation_date","score"
32742972,2015-09-23,0
32743004,2015-09-23,3
32743037,2015-09-23,0
32743120,2015-09-23,0
32743407,2015-09-23,1
32743544,2015-09-23,2
32743758,2015-09-23,3
32743788,2015-09-23,0
32743927,2015-09-23,0
32743960,2015-09-23,-2
32744474,2015-09-23,2
32744743,2015-09-23,2
32744826,2015-09-23,1
32744942,2015-09-23,0
32745063,2015-09-23,1
32745160,2015-09-23,0
32745314,2015-09-23,0
32745356,2015-09-23,2
32745549,2015-09-23,1
32746063,2015-09-23,0
32746259,2015-09-23,1
32746442,2015-09-23,0
32746723,2015-09-23,1
32746827,2015-09-23,0
32746841,2015-09-23,2
32746842,2015-09-23,2
32746992,2015-09-23,2
32747194,2015-09-23,2
32747242,2015-09-23,9
32747616,2015-09-23,1
32747808,2015-09-23,0
32747858,2015-09-23,3
32747887,2015-09-23,5
32748097,2015-09-23,1
32748235,2015-09-23,15
32748248,2015-09-23,9
32748783,2015-09-23,0
32748796,2015-09-23,1
32748804,2015-09-23,0
32748827,2015-09-23,0
32748895,2015-09-23,8
32749313,2015-09-23,0
32749381,2015-09-23,3
32749853,2015-09-23,4
32749889,2015-09-23,4
32750026,2015-09-23,1
32750084,2015-09-23,1
32750130,2015-09-23,1
32750362,2015-09-23,2
32750412,2015-09-23,0
32750529,2015-09-23,0
32750568,2015-09-23,2
32750627,2015-09-23,2
32750901,2015-09-23,1
32750984,2015-09-23,1
32751014,2015-09-23,0
32751126,2015-09-23,2
32751252,2015-09-23,0
32751276,2015-09-23,0
32751517,2015-09-24,0
32751524,2015-09-24,0
32751536,2015-09-24,1
32751632,2015-09-24,0
32751786,2015-09-24,2
32751788,2015-09-24,0
32752121,2015-09-24,4
32752337,2015-09-24,2
32752521,2015-09-24,3
32752648,2015-09-24,0
32752658,2015-09-24,2
32752659,2015-09-24,0
32752674,2015-09-24,1
32752954,2015-09-24,0
32753014,2015-09-24,3
32753076,2015-09-24,0
32753227,2015-09-24,2
32754601,2015-09-24,0
32754724,2015-09-24,1
32754780,2015-09-24,4
32755072,2015-09-24,2
32755649,2015-09-24,1
32755671,2015-09-24,1
32756324,2015-09-24,1
32756326,2015-09-24,3
32756623,2015-09-24,0
32756687,2015-09-24,1
32757131,2015-09-24,-1
32757273,2015-09-24,0
32757680,2015-09-24,3
32757864,2015-09-24,0
32758123,2015-09-24,1
32758207,2015-09-24,0
32758365,2015-09-24,2
32758498,2015-09-24,2
32758745,2015-09-24,6
32758993,2015-09-24,0
32759194,2015-09-24,3
32759207,2015-09-24,2
32759396,2015-09-24,0
32759548,2015-09-24,0
32759581,2015-09-24,0
32759658,2015-09-24,0
32760015,2015-09-24,0
32760067,2015-09-24,1
32760304,2015-09-24,1
32760308,2015-09-24,5
32760324,2015-09-24,1
32760341,2015-09-24,1
32760491,2015-09-24,0
32760524,2015-09-24,2
32760794,2015-09-24,0
32760928,2015-09-24,0
32761148,2015-09-24,1
32761223,2015-09-24,0
32761259,2015-09-24,1
32761776,2015-09-24,0
32761875,2015-09-24,3
32761962,2015-09-24,2
32762006,2015-09-24,0
32762076,2015-09-24,0
32762633,2015-09-24,11
32762964,2015-09-24,2
32763124,2015-09-24,0
32763442,2015-09-24,3
32763491,2015-09-24,2
32763902,2015-09-24,1
32764021,2015-09-24,0
32764197,2015-09-24,2
32764266,2015-09-24,1
32764693,2015-09-24,-1
32764816,2015-09-24,3
32764847,2015-09-24,4
32764968,2015-09-24,0
32765042,2015-09-24,0
32765153,2015-09-24,3
32765320,2015-09-24,2
32765463,2015-09-24,1
32765571,2015-09-24,0
32765605,2015-09-24,0
32765949,2015-09-24,1
32765986,2015-09-24,1
32766040,2015-09-24,1
32766325,2015-09-24,5
32766426,2015-09-24,0
32766765,2015-09-24,4
32766899,2015-09-24,0
32766931,2015-09-24,2
32766963,2015-09-24,0
32766990,2015-09-24,2
32767041,2015-09-24,1
32767164,2015-09-24,8
32767351,2015-09-24,3
32767532,2015-09-24,2
32767579,2015-09-24,2
32767960,2015-09-24,1
32768146,2015-09-24,4
32768295,2015-09-24,1
32791283,2015-09-24,1
32768982,2015-09-24,1
32769101,2015-09-24,2
32769308,2015-09-24,0
32769360,2015-09-24,0
32769386,2015-09-24,0
32769430,2015-09-24,0
32769669,2015-09-24,1
32769733,2015-09-24,0
32769750,2015-09-24,0
32769782,2015-09-24,-1
32770004,2015-09-24,8
32770054,2015-09-24,0
32770115,2015-09-24,0
32770137,2015-09-24,0
32770208,2015-09-24,1
32770367,2015-09-24,0
32770480,2015-09-24,1
32770495,2015-09-24,4
32770591,2015-09-24,0
32770603,2015-09-24,0
32770628,2015-09-24,3
32770960,2015-09-24,0
32771321,2015-09-24,0
32771400,2015-09-24,0
32771517,2015-09-24,6
32771633,2015-09-24,0
32771778,2015-09-24,2
32772208,2015-09-24,3
32772393,2015-09-24,0
32772454,2015-09-24,0
32772511,2015-09-24,2
32772539,2015-09-24,4
32772653,2015-09-24,0
32772776,2015-09-24,3
32772887,2015-09-25,0
32773273,2015-09-25,0
32773277,2015-09-25,3
32773316,2015-09-25,2
32773358,2015-09-25,0
32773415,2015-09-25,3
32773491,2015-09-25,0
32773511,2015-09-25,0
32773515,2015-09-25,2
32773537,2015-09-25,2
32773617,2015-09-25,5
32773980,2015-09-25,3
32774349,2015-09-25,1
32774760,2015-09-25,2
32774841,2015-09-25,2
32775038,2015-09-25,1
32775320,2015-09-25,2
32775459,2015-09-25,1
32776337,2015-09-25,1
32776605,2015-09-25,2
32777296,2015-09-25,-1
32777703,2015-09-25,2
32778081,2015-09-25,0
32779090,2015-09-25,-1
32780047,2015-09-25,1
32780066,2015-09-25,0
32780092,2015-09-25,2
32780121,2015-09-25,3
32780320,2015-09-25,4
32780766,2015-09-25,0
32781541,2015-09-25,1
32781589,2015-09-25,1
32781780,2015-09-25,1
32781870,2015-09-25,2
32781876,2015-09-25,1
32782252,2015-09-25,0
32782376,2015-09-25,0
32782398,2015-09-25,0
32782738,2015-09-25,2
32782791,2015-09-25,1
32782813,2015-09-25,3
32783070,2015-09-25,2
32783149,2015-09-25,4
32783477,2015-09-25,1
32783503,2015-09-25,-2
32783659,2015-09-25,1
32783727,2015-09-25,2
32783768,2015-09-25,2
32784135,2015-09-25,0
32784282,2015-09-25,2
32784646,2015-09-25,0
32784700,2015-09-25,0
32784786,2015-09-25,0
32784946,2015-09-25,0
32785139,2015-09-25,0
32785191,2015-09-25,3
32785284,2015-09-25,5
32785357,2015-09-25,0
32785489,2015-09-25,2
32785663,2015-09-25,1
32785944,2015-09-25,5
32786360,2015-09-25,0
32786640,2015-09-25,2
32786985,2015-09-25,0
32787021,2015-09-25,0
32787585,2015-09-25,0
32788325,2015-09-25,0
32788425,2015-09-25,1
32788440,2015-09-25,0
32788497,2015-09-25,2
32788727,2015-09-25,3
32788789,2015-09-25,0
32789253,2015-09-25,4
32789276,2015-09-25,3
32789328,2015-09-25,-1
32789348,2015-09-25,0
32789355,2015-09-25,10
32789359,2015-09-25,0
32789361,2015-09-25,1
32789479,2015-09-25,3
32789519,2015-09-25,0
32789990,2015-09-25,-5
32789999,2015-09-25,0
32790212,2015-09-25,3
32790569,2015-09-25,0
32790652,2015-09-25,2
32790838,2015-09-25,1
32791034,2015-09-25,0
32791136,2015-09-25,-1
32791196,2015-09-25,0
32791299,2015-09-25,-1
32791409,2015-09-25,0
32791436,2015-09-25,-1
32791548,2015-09-25,0
32791609,2015-09-25,-1
32791701,2015-09-25,1
32791716,2015-09-25,1
32791815,2015-09-25,0
32791940,2015-09-25,1
32792001,2015-09-25,1
32792372,2015-09-26,0
32792443,2015-09-26,7
32792550,2015-09-26,-3
32792793,2015-09-26,0
32792824,2015-09-26,3
32792962,2015-09-26,1
32793326,2015-09-26,2
32793382,2015-09-26,1
32793409,2015-09-26,3
32793422,2015-09-26,2
32793540,2015-09-26,2
32794137,2015-09-26,1
32794157,2015-09-26,19
32794283,2015-09-26,2
32794869,2015-09-26,0
32794990,2015-09-26,0
32795084,2015-09-26,1
32795388,2015-09-26,1
32795456,2015-09-26,0
32795543,2015-09-26,2
32795804,2015-09-26,0
32796015,2015-09-26,1
32796585,2015-09-26,-1
32796687,2015-09-26,0
32796734,2015-09-26,1
32797651,2015-09-26,0
32797247,2015-09-26,3
32797646,2015-09-26,0
32797789,2015-09-26,2
32797807,2015-09-26,2
32797897,2015-09-26,0
32798472,2015-09-26,0
32798526,2015-09-26,2
32798919,2015-09-26,-1
32798945,2015-09-26,0
32799159,2015-09-26,1
32799168,2015-09-26,0
32799376,2015-09-26,0
32799688,2015-09-26,3
32799920,2015-09-26,0
32800085,2015-09-26,0
32800254,2015-09-26,1
32800268,2015-09-26,2
32800356,2015-09-26,0
32800482,2015-09-26,0
32800507,2015-09-26,0
32800585,2015-09-26,2
32800705,2015-09-26,0
32800716,2015-09-26,1
32800838,2015-09-26,0
32800945,2015-09-26,2
32800984,2015-09-26,11
32801020,2015-09-26,1
32801037,2015-09-26,0
32801060,2015-09-26,0
32801065,2015-09-26,0
32801078,2015-09-26,0
32801380,2015-09-26,3
32802034,2015-09-26,0
32802126,2015-09-26,1
32802201,2015-09-26,2
32802226,2015-09-26,3
32802276,2015-09-26,1
32802362,2015-09-26,0
32802456,2015-09-26,1
32802482,2015-09-26,1
32802523,2015-09-26,0
32802671,2015-09-26,0
32802860,2015-09-26,0
32802961,2015-09-26,0
32803229,2015-09-26,0
32803491,2015-09-27,1
32803531,2015-09-27,0
32803592,2015-09-27,0
32803615,2015-09-27,-1
32803620,2015-09-27,0
32803727,2015-09-27,6
32803740,2015-09-27,3
32803816,2015-09-27,7
32803989,2015-09-27,1
32804003,2015-09-27,2
32804068,2015-09-27,0
32804381,2015-09-27,-1
32804401,2015-09-27,1
32804912,2015-09-27,0
32804916,2015-09-27,3
32804986,2015-09-27,3
32805603,2015-09-27,2
32805798,2015-09-27,2
32805951,2015-09-27,3
32806113,2015-09-27,2
32806424,2015-09-27,2
32806524,2015-09-27,0
32806974,2015-09-27,6
32807479,2015-09-27,0
32807525,2015-09-27,1
32807665,2015-09-27,5
32807682,2015-09-27,2
32807860,2015-09-27,2
32808311,2015-09-27,2
32809017,2015-09-27,-1
32809129,2015-09-27,1
32809249,2015-09-27,0
32809305,2015-09-27,1
32809367,2015-09-27,-1
32809506,2015-09-27,-2
32809555,2015-09-27,0
32810274,2015-09-27,2
32810332,2015-09-27,3
32810460,2015-09-27,0
32810468,2015-09-27,1
32810719,2015-09-27,0
32810783,2015-09-27,0
32810959,2015-09-27,0
32811243,2015-09-27,1
32811516,2015-09-27,1
32811527,2015-09-27,1
32811763,2015-09-27,1
32811800,2015-09-27,2
32811900,2015-09-27,1
32811943,2015-09-27,1
32811988,2015-09-27,1
32812001,2015-09-27,1
32812173,2015-09-27,2
32812281,2015-09-27,0
32812340,2015-09-27,6
32812395,2015-09-27,1
32812771,2015-09-27,2
32812912,2015-09-27,0
32812992,2015-09-27,0
32813204,2015-09-27,6
32813256,2015-09-27,1
32813284,2015-09-27,3
32813701,2015-09-27,1
32813755,2015-09-27,0
32813817,2015-09-27,1
32813822,2015-09-27,0
32814033,2015-09-27,1
32814130,2015-09-28,0
32814141,2015-09-28,1
32814144,2015-09-28,2
32817543,2015-09-28,0
32814301,2015-09-28,0
32814302,2015-09-28,1
32814427,2015-09-28,0
32814450,2015-09-28,0
32815939,2015-09-28,-1
32816729,2015-09-28,2
32816835,2015-09-28,0
32817290,2015-09-28,1
32817723,2015-09-28,0
32817780,2015-09-28,18
32817805,2015-09-28,-2
32818636,2015-09-28,0
32818757,2015-09-28,1
32818922,2015-09-28,-1
32818931,2015-09-28,0
32819023,2015-09-28,1
32819368,2015-09-28,1
32819466,2015-09-28,2
32819539,2015-09-28,4
32820009,2015-09-28,0
32820089,2015-09-28,0
32820534,2015-09-28,6
32820809,2015-09-28,1
32820890,2015-09-28,0
32821337,2015-09-28,1
32821369,2015-09-28,4
32821547,2015-09-28,1
32821741,2015-09-28,0
32821935,2015-09-28,0
32821959,2015-09-28,0
32822043,2015-09-28,1
32822307,2015-09-28,2
32822497,2015-09-28,0
32822806,2015-09-28,0
32822985,2015-09-28,5
32823134,2015-09-28,1
32823188,2015-09-28,2
32823216,2015-09-28,1
32823423,2015-09-28,3
32823425,2015-09-28,1
32823720,2015-09-28,0
32823752,2015-09-28,2
32823832,2015-09-28,1
32823953,2015-09-28,-1
32824055,2015-09-28,3
32824059,2015-09-28,0
32824091,2015-09-28,1
32824158,2015-09-28,1
32824201,2015-09-28,1
32824438,2015-09-28,2
32824442,2015-09-28,0
32824509,2015-09-28,5
32824834,2015-09-28,1
32824890,2015-09-28,0
32825237,2015-09-28,0
32825457,2015-09-28,1
32825599,2015-09-28,0
32825609,2015-09-28,0
32825662,2015-09-28,11
32825742,2015-09-28,2
32825786,2015-09-28,1
32825857,2015-09-28,0
32826040,2015-09-28,1
32826156,2015-09-28,7
32826352,2015-09-28,19
32826412,2015-09-28,1
32826456,2015-09-28,0
32826559,2015-09-28,0
32826906,2015-09-28,10
32826957,2015-09-28,1
32827161,2015-09-28,3
32827486,2015-09-28,2
32827630,2015-09-28,1
32827643,2015-09-28,2
32827651,2015-09-28,4
32827683,2015-09-28,1
32827696,2015-09-28,0
32827701,2015-09-28,1
32827827,2015-09-28,1
32828043,2015-09-28,1
32828085,2015-09-28,0
32828094,2015-09-28,3
32828231,2015-09-28,0
32828610,2015-09-28,0
32828918,2015-09-28,2
32828978,2015-09-28,2
32829004,2015-09-28,1
32829111,2015-09-28,0
32829358,2015-09-28,8
32829457,2015-09-28,2
32829505,2015-09-28,1
32829621,2015-09-28,1
32829922,2015-09-28,3
32829948,2015-09-28,0
32829995,2015-09-28,3
32830382,2015-09-28,3
32830566,2015-09-28,0
32830700,2015-09-28,0
32830821,2015-09-28,0
32831426,2015-09-28,-1
32831466,2015-09-28,2
32831495,2015-09-28,1
32831585,2015-09-28,2
32832686,2015-09-28,2
32831803,2015-09-28,1
32831919,2015-09-28,3
32832310,2015-09-28,0
32832332,2015-09-28,0
32832575,2015-09-28,0
32832637,2015-09-28,1
32833038,2015-09-28,6
32833210,2015-09-28,2
32833290,2015-09-28,2
32833377,2015-09-28,1
32833595,2015-09-28,0
32833664,2015-09-29,0
32833782,2015-09-29,0
32833894,2015-09-29,1
32834052,2015-09-29,1
32834067,2015-09-29,0
32834169,2015-09-29,0
32834313,2015-09-29,2
32834498,2015-09-29,4
32834538,2015-09-29,1
32834873,2015-09-29,0
32866316,2015-09-29,0
32835188,2015-09-29,1
32835395,2015-09-29,0
32835439,2015-09-29,2
32835509,2015-09-29,0
32835602,2015-09-29,1
32835767,2015-09-29,0
32835812,2015-09-29,7
32836233,2015-09-29,2
32836498,2015-09-29,0
32836584,2015-09-29,0
32836693,2015-09-29,3
32837308,2015-09-29,2
32837417,2015-09-29,0
32837800,2015-09-29,1
32838562,2015-09-29,0
32838648,2015-09-29,1
32838885,2015-09-29,-2
32839006,2015-09-29,2
32839170,2015-09-29,-1
32839304,2015-09-29,0
32839383,2015-09-29,1
32839720,2015-09-29,2
32840038,2015-09-29,1
32840198,2015-09-29,-1
32840771,2015-09-29,1
32840793,2015-09-29,1
32841221,2015-09-29,11
32841304,2015-09-29,0
32841453,2015-09-29,0
32841741,2015-09-29,2
32841817,2015-09-29,4
32841873,2015-09-29,0
32842079,2015-09-29,4
32842303,2015-09-29,1
32842394,2015-09-29,0
32842460,2015-09-29,0
32842844,2015-09-29,2
32842923,2015-09-29,3
32843093,2015-09-29,2
32843267,2015-09-29,7
32843286,2015-09-29,0
32843306,2015-09-29,3
32843794,2015-09-29,0
32844507,2015-09-29,1
32844736,2015-09-29,1
32845244,2015-09-29,0
32845298,2015-09-29,2
32845303,2015-09-29,1
32845326,2015-09-29,0
32845381,2015-09-29,-1
32845399,2015-09-29,1
32845462,2015-09-29,3
32845648,2015-09-29,1
32845729,2015-09-29,2
32846079,2015-09-29,0
32846104,2015-09-29,1
32846131,2015-09-29,1
32846166,2015-09-29,0
32846176,2015-09-29,6
32846192,2015-09-29,2
32846473,2015-09-29,1
32846741,2015-09-29,1
32846921,2015-09-29,1
32847012,2015-09-29,-1
32847153,2015-09-29,0
32847161,2015-09-29,-2
32847210,2015-09-29,0
32847244,2015-09-29,0
32847363,2015-09-29,0
32847384,2015-09-29,0
32847543,2015-09-29,0
32847613,2015-09-29,3
32847743,2015-09-29,5
32847836,2015-09-29,2
32848012,2015-09-29,0
32848108,2015-09-29,0
32848145,2015-09-29,1
32848288,2015-09-29,2
32848358,2015-09-29,1
32849011,2015-09-29,0
32849064,2015-09-29,4
32849105,2015-09-29,1
32849479,2015-09-29,1
32849621,2015-09-29,1
32849994,2015-09-29,3
32850089,2015-09-29,0
32850093,2015-09-29,0
32850111,2015-09-29,0
32850155,2015-09-29,5
32850427,2015-09-29,3
32850464,2015-09-29,0
32851169,2015-09-29,1
32851208,2015-09-29,0
32851233,2015-09-29,1
32851240,2015-09-29,2
32851433,2015-09-29,0
32851465,2015-09-29,1
32851588,2015-09-29,3
32851701,2015-09-29,1
32851920,2015-09-29,0
32852076,2015-09-29,1
32852314,2015-09-29,0
32852532,2015-09-29,0
32852761,2015-09-29,1
32852784,2015-09-29,0
32853222,2015-09-29,2
32853238,2015-09-29,2
32853297,2015-09-29,0
32853298,2015-09-29,0
32853590,2015-09-29,1
32853700,2015-09-29,0
32854095,2015-09-29,0
32854300,2015-09-29,1
32854336,2015-09-29,0
32854337,2015-09-29,-1
32854507,2015-09-29,0
32854538,2015-09-29,1
32854582,2015-09-29,0
32854683,2015-09-29,6
32854787,2015-09-29,2
32854930,2015-09-29,0
32855107,2015-09-29,-1
32855132,2015-09-29,0
32855298,2015-09-29,0
32855329,2015-09-29,2
32855330,2015-09-29,3
32855422,2015-09-29,1
32855474,2015-09-29,1
32855496,2015-09-29,1
32855590,2015-09-29,1
32855755,2015-09-30,2
32856166,2015-09-30,0
32856234,2015-09-30,0
32856355,2015-09-30,1
32856440,2015-09-30,1
32856629,2015-09-30,1
32856698,2015-09-30,0
32856910,2015-09-30,1
32857005,2015-09-30,0
32857024,2015-09-30,9
32857065,2015-09-30,5
32857066,2015-09-30,0
32857192,2015-09-30,0
32857212,2015-09-30,3
32857334,2015-09-30,2
32857645,2015-09-30,0
32857657,2015-09-30,1
32857873,2015-09-30,9
32857879,2015-09-30,1
32857932,2015-09-30,0
32858380,2015-09-30,1
32858446,2015-09-30,1
32859228,2015-09-30,3
32859246,2015-09-30,1
32859252,2015-09-30,1
32859321,2015-09-30,0
32859322,2015-09-30,1
32859365,2015-09-30,3
32860773,2015-09-30,1
32861682,2015-09-30,3
32861951,2015-09-30,0
32862009,2015-09-30,1
32862159,2015-09-30,2
32862426,2015-09-30,5
32862507,2015-09-30,1
32862606,2015-09-30,0
32862692,2015-09-30,0
32862898,2015-09-30,0
32863025,2015-09-30,1
32863207,2015-09-30,0
32863224,2015-09-30,3
32863749,2015-09-30,1
32863847,2015-09-30,1
32864107,2015-09-30,6
32864307,2015-09-30,0
32864609,2015-09-30,0
32864697,2015-09-30,1
32864833,2015-09-30,0
32865133,2015-09-30,4
32865384,2015-09-30,4
32865388,2015-09-30,1
32865931,2015-09-30,-1
32865964,2015-09-30,2
32865970,2015-09-30,2
32873995,2015-09-30,2
32866632,2015-09-30,0
32866755,2015-09-30,1
32866835,2015-09-30,2
32866973,2015-09-30,0
32867002,2015-09-30,1
32867048,2015-09-30,1
32867119,2015-09-30,3
32867867,2015-09-30,2
32867960,2015-09-30,0
32868091,2015-09-30,0
32868230,2015-09-30,0
32868235,2015-09-30,-1
32868383,2015-09-30,1
32868473,2015-09-30,1
32868493,2015-09-30,1
32868517,2015-09-30,0
32868583,2015-09-30,2
32869100,2015-09-30,5
32869378,2015-09-30,5
32869587,2015-09-30,1
32869765,2015-09-30,1
32870218,2015-09-30,0
32870373,2015-09-30,1
32870475,2015-09-30,0
32870591,2015-09-30,0
32870633,2015-09-30,0
32870667,2015-09-30,0
32870703,2015-09-30,-2
32870777,2015-09-30,0
32870863,2015-09-30,3
32871085,2015-09-30,0
32871153,2015-09-30,1
32871347,2015-09-30,3
32871434,2015-09-30,7
32871602,2015-09-30,9
32872222,2015-09-30,24
32872426,2015-09-30,3
32872779,2015-09-30,0
32872843,2015-09-30,0
32872950,2015-09-30,-4
32873434,2015-09-30,5
32873458,2015-09-30,0
32873671,2015-09-30,0
32873689,2015-09-30,-1
32873859,2015-09-30,2
32874004,2015-09-30,2
32874013,2015-09-30,2
32874239,2015-09-30,8
32874345,2015-09-30,2
32874377,2015-09-30,5
32874450,2015-09-30,0
32874673,2015-09-30,3
32874787,2015-09-30,0
32874897,2015-09-30,0
32875104,2015-09-30,0
32875118,2015-09-30,0
32875144,2015-09-30,2
32875250,2015-09-30,0
32875576,2015-09-30,0
32875581,2015-09-30,1
32875699,2015-09-30,2
32875862,2015-09-30,4
32876811,2015-09-30,0
32877010,2015-09-30,6
32877046,2015-09-30,4
32877090,2015-09-30,7
32877292,2015-09-30,1
32877472,2015-10-01,0
32877686,2015-10-01,0
32877693,2015-10-01,1
32878028,2015-10-01,3
32878194,2015-10-01,0
32878215,2015-10-01,0
32878580,2015-10-01,0
32878908,2015-10-01,0
32879060,2015-10-01,0
32879067,2015-10-01,0
32879459,2015-10-01,0
32879464,2015-10-01,1
32879496,2015-10-01,2
32879526,2015-10-01,0
32879675,2015-10-01,1
32879740,2015-10-01,1
32879860,2015-10-01,0
32880212,2015-10-01,1
32880302,2015-10-01,2
32880502,2015-10-01,-2
32880653,2015-10-01,0
32880774,2015-10-01,0
32880813,2015-10-01,1
32880920,2015-10-01,0
32881345,2015-10-01,0
32881787,2015-10-01,-1
32881900,2015-10-01,0
32882372,2015-10-01,0
32882419,2015-10-01,0
32882436,2015-10-01,0
32882441,2015-10-01,0
32882758,2015-10-01,0
32882768,2015-10-01,12
32882994,2015-10-01,1
32883183,2015-10-01,0
32883214,2015-10-01,2
32883281,2015-10-01,3
32883283,2015-10-01,0
32883288,2015-10-01,1
32883453,2015-10-01,0
32883483,2015-10-01,3
32883512,2015-10-01,2
32883540,2015-10-01,2
32883849,2015-10-01,1
32883973,2015-10-01,0
32884055,2015-10-01,-5
32884873,2015-10-01,0
32884934,2015-10-01,4
32885075,2015-10-01,0
32885259,2015-10-01,0
32885401,2015-10-01,0
32885441,2015-10-01,0
32885570,2015-10-01,0
32885709,2015-10-01,0
32885848,2015-10-01,2
32885923,2015-10-01,0
32885930,2015-10-01,-1
32885966,2015-10-01,2
32886101,2015-10-01,0
32886196,2015-10-01,0
32886477,2015-10-01,4
32886676,2015-10-01,7
32886979,2015-10-01,0
32886982,2015-10-01,0
32887139,2015-10-01,0
32887178,2015-10-01,0
32887239,2015-10-01,4
32887481,2015-10-01,1
32887715,2015-10-01,2
32887982,2015-10-01,1
32888142,2015-10-01,5
32888188,2015-10-01,1
32888201,2015-10-01,3
32888519,2015-10-01,16
32888532,2015-10-01,0
32888577,2015-10-01,0
32888736,2015-10-01,3
32888745,2015-10-01,0
32888757,2015-10-01,28
32889136,2015-10-01,12
32889375,2015-10-01,1
32889499,2015-10-01,2
32889531,2015-10-01,4
32890073,2015-10-01,3
32890318,2015-10-01,0
32890375,2015-10-01,0
32890459,2015-10-01,0
32890569,2015-10-01,4
32890580,2015-10-01,2
32890661,2015-10-01,1
32890762,2015-10-01,7
32890947,2015-10-01,0
32891066,2015-10-01,1
32891124,2015-10-01,2
32891150,2015-10-01,0
32891231,2015-10-01,1
32891504,2015-10-01,4
32891656,2015-10-01,4
32891766,2015-10-01,-1
32891785,2015-10-01,1
32891986,2015-10-01,1
32892219,2015-10-01,0
32892229,2015-10-01,7
32892392,2015-10-01,-1
32892523,2015-10-01,0
32892524,2015-10-01,1
32892633,2015-10-01,0
32892700,2015-10-01,1
32892802,2015-10-01,0
32892923,2015-10-01,0
32892970,2015-10-01,0
32893022,2015-10-01,1
32893176,2015-10-01,8
32893475,2015-10-01,0
32893782,2015-10-01,1
32893899,2015-10-01,1
32893939,2015-10-01,4
32894185,2015-10-01,-1
32894220,2015-10-01,0
32894947,2015-10-01,1
32895100,2015-10-01,2
32895156,2015-10-01,4
32895166,2015-10-01,0
32895284,2015-10-01,2
32895354,2015-10-01,0
32895535,2015-10-01,0
32895781,2015-10-01,1
32895966,2015-10-01,2
32895997,2015-10-01,1
32896008,2015-10-01,2
32896071,2015-10-01,1
32896181,2015-10-01,1
32896435,2015-10-01,-1
32896520,2015-10-01,0
32896591,2015-10-01,1
32896747,2015-10-01,0
32896861,2015-10-01,3
32896903,2015-10-01,2
32896977,2015-10-01,2
32896997,2015-10-01,1
32897064,2015-10-01,3
32897189,2015-10-01,3
32897416,2015-10-01,1
32897418,2015-10-01,2
32897433,2015-10-01,0
32897559,2015-10-01,1
32897824,2015-10-01,0
32898171,2015-10-01,1
32898762,2015-10-02,1
32898957,2015-10-02,1
32899095,2015-10-02,0
32899210,2015-10-02,1
32899418,2015-10-02,12
32899422,2015-10-02,0
32899580,2015-10-02,6
32899671,2015-10-02,0
32899679,2015-10-02,1
32900021,2015-10-02,0
32900086,2015-10-02,0
32900110,2015-10-02,1
32901219,2015-10-02,1
32901404,2015-10-02,0
32901527,2015-10-02,0
32901981,2015-10-02,0
32902057,2015-10-02,1
32902781,2015-10-02,1
32902820,2015-10-02,0
32902971,2015-10-02,3
32903079,2015-10-02,4
32903137,2015-10-02,0
32903188,2015-10-02,0
32903318,2015-10-02,1
32903589,2015-10-02,1
32903668,2015-10-02,1
32903733,2015-10-02,0
32903807,2015-10-02,0
32904133,2015-10-02,-1
32904217,2015-10-02,3
32904292,2015-10-02,1
32904822,2015-10-02,4
32905245,2015-10-02,0
32905654,2015-10-02,2
32905691,2015-10-02,0
32905697,2015-10-02,0
32905725,2015-10-02,0
32905773,2015-10-02,0
32905859,2015-10-02,2
32906263,2015-10-02,7
32906388,2015-10-02,3
32906520,2015-10-02,5
32906566,2015-10-02,5
32906886,2015-10-02,4
32907054,2015-10-02,2
32908018,2015-10-02,0
32908222,2015-10-02,10
32908259,2015-10-02,1
32908589,2015-10-02,15
32909151,2015-10-02,2
32909398,2015-10-02,2
32909637,2015-10-02,0
32909680,2015-10-02,1
32909715,2015-10-02,0
32911648,2015-10-02,1
32909810,2015-10-02,0
32910082,2015-10-02,-1
32910397,2015-10-02,0
32910620,2015-10-02,0
32910743,2015-10-02,1
32910798,2015-10-02,1
32910813,2015-10-02,2
32910919,2015-10-02,0
32911005,2015-10-02,1
32911073,2015-10-02,0
32911136,2015-10-02,0
32911169,2015-10-02,0
32911211,2015-10-02,1
32911267,2015-10-02,0
32911879,2015-10-02,3
32912177,2015-10-02,0
32912268,2015-10-02,10
32912606,2015-10-02,0
32912626,2015-10-02,0
32912674,2015-10-02,0
32912730,2015-10-02,3
32912790,2015-10-02,0
32912939,2015-10-02,1
32913009,2015-10-02,1
32913151,2015-10-02,18
32913241,2015-10-02,-1
32913661,2015-10-02,1
32913700,2015-10-02,0
32913824,2015-10-02,0
32913869,2015-10-02,2
32914114,2015-10-02,0
32914357,2015-10-02,18
32914464,2015-10-02,0
32914572,2015-10-02,0
32914823,2015-10-02,-1
32915046,2015-10-02,1
32915060,2015-10-02,-1
32915184,2015-10-02,1
32915628,2015-10-02,0
32915770,2015-10-02,0
32915894,2015-10-02,3
32916088,2015-10-02,0
32916298,2015-10-02,2
32916884,2015-10-02,2
32917375,2015-10-02,2
32917522,2015-10-03,2
32917553,2015-10-03,2
32917682,2015-10-03,2
32917934,2015-10-03,13
32918131,2015-10-03,1
32918169,2015-10-03,0
32918231,2015-10-03,0
32918392,2015-10-03,1
32918405,2015-10-03,0
32918947,2015-10-03,1
32919006,2015-10-03,1
32919195,2015-10-03,0
